winrate,opening_kills,multikills,5v4,4v5,trades,grenades_damage,flash_assists
59.6,56.7,0.94,80.5,32.2,23.3,29.7,0.21
56.9,55.0,0.92,73.4,36.8,23.3,21.8,0.21
57.4,55.0,0.89,80.0,30.1,20.0,21.4,0.3
57.6,56.4,0.88,76.5,33.2,22.6,17.8,0.14
56.0,52.8,0.86,75.6,34.1,20.7,16.3,0.07
56.2,52.7,0.93,75.5,34.8,21.1,16.6,0.14
56.6,52.8,0.91,78.8,31.7,22.4,13.3,0.33
55.7,52.0,0.91,80.1,29.3,21.0,23.5,0.19
54.0,52.2,0.89,74.5,31.6,23.7,20.0,0.16
56.4,53.8,0.91,81.0,27.9,21.2,15.7,0.19
55.7,55.4,0.9,78.0,28.0,23.6,22.9,0.22
51.5,51.4,0.86,74.7,27.1,18.8,16.5,0.18
54.7,52.5,0.91,79.7,26.8,21.3,28.6,0.27
54.9,50.4,0.89,75.5,33.9,21.5,15.5,0.18
56.6,50.6,0.9,80.2,32.5,23.0,20.2,0.24
55.3,50.6,0.89,77.3,32.5,19.4,20.9,0.21
54.6,51.6,0.9,76.0,31.7,21.2,21.2,0.19
51.3,49.6,0.89,76.1,27.0,18.4,17.4,0.1
54.2,51.5,0.86,77.0,30.0,21.6,13.7,0.19
52.4,50.6,0.87,75.5,28.6,21.7,20.1,0.22
55.1,49.7,0.9,76.3,34.0,23.2,20.6,0.1
50.6,53.9,0.88,71.5,26.2,21.2,13.7,0.19
51.8,52.2,0.86,72.2,29.5,20.3,17.7,0.19
55.7,51.9,0.88,75.0,34.5,23.0,20.3,0.19
54.1,56.0,0.93,70.8,32.9,18.7,16.9,0.16
54.0,50.4,0.91,76.4,31.1,18.6,20.3,0.19
52.3,51.1,0.87,70.0,33.8,20.2,16.9,0.14
50.8,46.6,0.88,71.1,33.0,21.5,22.2,0.16
52.3,51.2,0.81,76.7,26.7,18.3,14.7,0.21
52.6,54.1,0.84,74.9,26.6,22.1,19.1,0.27
49.9,49.4,0.83,71.2,29.1,22.4,14.5,0.16
50.1,50.8,0.84,73.8,25.5,20.7,16.8,0.22
52.0,50.1,0.84,70.7,33.0,18.4,19.4,0.17
53.1,49.3,0.83,77.0,29.5,20.0,15.8,0.15
50.9,50.1,0.84,73.5,28.3,18.8,19.7,0.13
52.2,50.2,0.86,77.0,27.3,20.1,19.0,0.15
51.5,51.2,0.81,74.1,27.7,23.1,13.7,0.15
49.4,51.6,0.81,73.8,23.3,20.9,18.2,0.21
51.2,48.2,0.84,75.6,28.2,22.0,20.5,0.23
52.0,52.7,0.87,75.3,26.2,20.4,18.7,0.17
50.7,50.9,0.81,74.5,26.0,19.7,12.9,0.2
49.8,49.5,0.84,74.2,25.9,19.4,25.4,0.15
50.0,49.3,0.78,72.9,27.6,19.6,18.6,0.23
50.6,51.5,0.79,75.0,24.7,19.8,26.0,0.21
50.9,51.8,0.84,73.1,27.0,18.4,15.0,0.11
51.1,53.9,0.83,70.5,28.5,21.8,22.5,0.13
49.6,54.4,0.82,75.7,18.4,21.6,20.8,0.16
51.6,50.0,0.8,72.7,30.4,20.2,24.9,0.15
46.5,46.9,0.81,70.1,25.6,21.4,14.0,0.25
48.3,49.9,0.84,71.6,25.1,20.0,16.6,0.15
44.8,49.2,0.83,65.8,24.5,16.8,17.8,0.15
47.5,46.2,0.84,71.4,27.0,22.5,17.4,0.13
47.3,50.6,0.79,72.1,21.8,19.0,19.4,0.19
47.7,44.1,0.83,73.4,27.3,18.2,24.2,0.19
47.1,50.1,0.75,70.1,24.0,20.1,18.7,0.22
48.0,47.2,0.81,69.6,28.8,18.5,17.6,0.23
48.3,46.4,0.8,73.9,26.3,21.3,12.9,0.2
46.9,45.4,0.81,71.5,26.3,18.3,22.5,0.19
46.2,43.4,0.78,75.4,23.9,17.6,16.1,0.19
44.7,45.9,0.8,69.6,23.5,20.7,20.2,0.22
45.5,46.6,0.77,73.1,21.4,21.3,13.6,0.22
44.9,45.2,0.78,72.9,21.6,19.7,16.3,0.14
43.0,47.5,0.78,67.5,20.9,17.3,13.5,0.07
65.0,64.1,0.95,80.0,38.2,23.5,18.2,0.19
65.4,58.8,0.97,84.5,38.2,21.8,15.0,0.16
60.5,56.0,0.94,79.0,37.0,24.5,22.4,0.25
56.1,51.6,0.96,78.2,32.6,23.7,10.4,0.21
59.9,54.5,0.94,78.8,37.3,23.7,15.0,0.12
57.6,55.1,0.94,77.3,33.2,23.8,29.6,0.18
56.6,55.1,0.89,76.3,32.5,22.9,17.7,0.2
57.5,52.6,0.9,80.1,32.4,21.8,14.5,0.2
57.3,56.1,0.93,78.6,30.0,20.5,17.9,0.19
58.4,53.9,0.87,75.9,37.8,21.1,23.6,0.28
56.8,54.1,0.89,79.2,30.5,22.5,17.5,0.23
55.1,55.1,0.89,73.6,32.4,20.0,11.8,0.16
55.1,54.0,0.9,77.4,29.2,22.1,13.8,0.27
55.7,53.6,0.87,81.7,25.9,21.0,17.8,0.36
55.8,55.4,0.9,74.8,32.2,21.7,15.1,0.24
55.5,52.2,0.89,77.3,31.6,19.0,14.3,0.32
56.1,53.0,0.86,78.6,30.4,23.3,24.7,0.19
55.4,53.8,0.86,74.9,32.7,22.3,18.4,0.18
54.7,51.6,0.92,76.6,31.4,18.8,19.0,0.2
52.3,54.4,0.85,73.6,27.1,20.4,16.2,0.16
52.8,56.7,0.88,72.4,27.0,19.9,17.6,0.17
54.2,54.8,0.89,74.9,29.2,20.7,13.1,0.19
52.6,51.8,0.9,72.3,31.4,21.3,24.1,0.32
53.9,53.9,0.88,73.1,31.4,21.8,19.8,0.16
53.3,53.0,0.89,74.4,29.2,23.8,15.4,0.16
54.2,54.3,0.83,73.7,31.2,21.5,15.6,0.24
53.6,51.1,0.94,72.3,34.0,18.7,18.7,0.22
55.3,53.1,0.86,79.2,28.3,21.6,18.1,0.18
52.3,48.7,0.9,74.3,31.2,22.7,14.9,0.13
53.0,50.4,0.87,75.4,30.5,20.7,17.7,0.24
53.7,53.9,0.84,75.5,28.2,17.9,18.1,0.26
50.9,47.6,0.9,73.5,30.4,24.8,14.1,0.23
52.6,54.4,0.88,72.6,28.5,24.0,17.0,0.27
54.9,51.8,0.82,78.3,29.4,21.9,19.0,0.21
53.1,51.6,0.85,74.3,30.4,20.3,18.4,0.19
51.7,50.4,0.82,75.3,27.5,20.4,14.3,0.18
51.8,50.8,0.87,75.7,27.0,22.1,17.0,0.23
52.9,51.6,0.84,74.5,29.8,19.4,14.4,0.1
51.5,52.3,0.89,72.8,28.1,21.8,15.9,0.15
51.8,48.4,0.84,76.6,28.6,21.9,20.1,0.06
53.8,51.5,0.84,75.8,30.5,19.9,19.7,0.16
51.5,49.9,0.82,74.1,28.9,21.8,17.3,0.27
51.5,50.8,0.82,74.4,27.9,21.0,18.7,0.15
50.9,48.0,0.86,74.1,29.5,21.4,17.8,0.2
51.9,54.8,0.84,71.0,28.4,21.1,23.6,0.19
52.7,53.6,0.86,76.1,25.6,21.0,13.3,0.2
53.1,51.0,0.89,74.4,30.8,21.8,16.5,0.19
51.2,49.9,0.86,73.4,29.2,19.3,17.1,0.13
49.1,49.1,0.87,71.0,28.0,21.8,14.7,0.27
52.9,49.3,0.84,77.7,29.0,19.4,23.1,0.15
52.3,51.1,0.82,75.3,28.3,20.6,15.7,0.26
50.8,49.6,0.84,75.0,27.2,20.3,14.8,0.23
52.5,48.6,0.85,74.8,31.3,21.4,21.8,0.14
50.5,44.8,0.84,77.1,28.7,19.7,16.7,0.23
49.9,51.6,0.8,71.3,27.0,20.1,19.5,0.22
48.1,50.8,0.83,70.1,25.5,19.5,16.9,0.15
50.5,50.0,0.85,73.5,27.4,20.7,16.9,0.15
49.7,48.5,0.84,73.2,27.4,20.1,16.3,0.14
50.9,50.7,0.86,72.5,28.6,21.3,19.6,0.17
50.9,46.4,0.85,73.0,31.9,20.7,11.8,0.25
52.5,47.4,0.83,75.1,32.2,21.9,15.4,0.19
52.2,50.8,0.78,78.1,25.4,22.6,18.9,0.18
49.8,50.7,0.81,69.2,29.8,19.3,24.8,0.17
52.7,51.4,0.8,73.1,30.9,22.3,23.2,0.18
52.1,51.8,0.83,72.2,30.5,18.1,26.5,0.15
50.4,47.8,0.86,72.4,30.2,19.7,18.1,0.19
51.2,48.7,0.82,75.8,28.0,20.0,23.3,0.23
50.0,49.7,0.79,75.3,25.1,19.2,20.0,0.19
50.1,50.8,0.8,73.9,25.7,20.7,12.1,0.17
47.7,47.4,0.81,71.6,26.2,19.9,13.9,0.12
48.0,52.1,0.84,70.4,23.5,21.0,17.1,0.23
50.3,47.5,0.82,70.5,31.8,20.7,15.6,0.25
50.9,53.5,0.81,74.8,22.9,20.6,17.8,0.14
48.5,51.8,0.83,72.9,22.2,19.7,16.5,0.19
48.6,49.7,0.79,68.1,29.4,18.6,15.7,0.21
46.2,50.0,0.85,66.0,26.3,20.5,17.2,0.22
48.7,48.0,0.8,72.7,26.4,18.2,17.0,0.15
46.2,49.0,0.8,69.3,23.8,20.1,22.4,0.18
48.4,46.3,0.8,70.9,29.0,21.3,17.5,0.17
48.8,50.0,0.8,72.8,24.9,20.6,16.8,0.18
46.4,45.0,0.8,71.4,26.0,22.0,13.4,0.14
48.4,47.2,0.85,71.5,27.8,17.7,17.2,0.13
45.4,51.5,0.82,68.3,21.1,18.0,20.2,0.12
46.2,52.1,0.77,67.3,23.3,20.4,11.3,0.16
45.9,45.8,0.75,72.6,23.3,19.4,17.0,0.18
44.6,43.8,0.79,64.8,28.8,21.8,14.2,0.13
44.2,48.7,0.77,67.8,21.5,19.3,14.7,0.18
43.0,47.7,0.78,67.7,20.6,19.6,10.8,0.23
44.0,47.0,0.79,66.4,23.9,17.0,14.8,0.15
47.4,50.0,0.75,71.0,24.0,19.4,16.3,0.22
45.9,47.4,0.76,73.4,21.0,18.4,15.7,0.14
41.9,44.8,0.8,63.9,24.1,19.4,13.0,0.11
44.6,49.0,0.77,66.3,23.8,20.7,18.9,0.23
41.5,45.9,0.76,65.1,21.5,18.4,23.0,0.17
57.4,54.3,0.93,75.6,35.7,21.5,21.6,0.2
59.0,55.9,0.92,79.0,33.7,20.4,16.4,0.3
59.9,57.3,0.92,78.6,34.4,23.8,22.4,0.12
58.5,56.1,0.91,78.9,32.5,21.3,19.4,0.26
56.0,52.1,0.89,77.7,32.3,18.9,18.9,0.18
56.7,51.2,0.93,76.6,35.8,21.1,28.7,0.19
57.6,54.8,0.92,76.6,34.5,20.8,21.5,0.18
56.5,51.0,0.92,77.5,34.7,21.6,17.1,0.17
57.4,52.3,0.9,76.4,36.5,22.3,18.5,0.27
54.3,51.8,0.86,78.1,28.8,24.0,26.0,0.21
54.7,51.1,0.85,77.6,30.8,23.4,16.2,0.25
54.9,55.4,0.86,75.5,29.3,21.2,17.5,0.22
56.1,51.7,0.91,78.3,32.4,22.5,19.4,0.21
54.8,52.1,0.88,75.8,32.0,21.8,19.5,0.25
56.3,52.7,0.89,73.2,37.6,22.2,21.7,0.21
51.9,52.6,0.86,73.2,28.0,20.4,20.1,0.22
53.7,52.5,0.9,73.6,31.8,20.7,17.2,0.33
52.8,54.0,0.89,75.0,26.8,21.1,13.5,0.2
54.5,52.1,0.87,76.0,31.3,20.5,19.6,0.18
53.6,52.3,0.89,75.7,29.3,21.4,26.9,0.16
53.9,49.9,0.85,77.2,30.6,20.5,18.5,0.17
52.8,51.3,0.89,76.4,28.0,22.2,18.0,0.22
52.8,49.2,0.84,76.2,30.2,22.1,17.3,0.17
53.0,50.5,0.86,75.0,30.5,20.2,13.3,0.1
50.8,54.6,0.83,72.7,24.4,19.8,14.6,0.13
50.9,53.8,0.88,71.9,26.4,21.6,20.3,0.14
52.6,49.3,0.87,74.0,31.8,20.0,20.8,0.24
53.1,52.7,0.85,76.4,27.0,22.2,20.7,0.12
54.4,55.3,0.83,76.6,27.0,21.7,16.1,0.21
51.2,50.5,0.87,76.6,25.0,19.0,19.1,0.19
53.1,54.4,0.86,74.5,27.4,20.7,22.5,0.18
52.2,51.6,0.83,74.1,28.5,21.6,15.0,0.18
51.9,49.2,0.86,75.5,29.0,22.8,15.1,0.27
51.0,50.9,0.84,71.7,29.6,22.2,13.6,0.27
53.6,53.4,0.86,74.4,29.8,20.3,15.4,0.21
50.4,48.5,0.85,74.7,27.6,20.2,18.2,0.18
50.2,50.9,0.84,71.6,28.0,21.9,22.4,0.17
51.9,49.0,0.84,72.3,32.1,22.8,18.5,0.22
50.0,48.9,0.85,72.6,28.3,19.9,25.8,0.22
50.5,51.2,0.89,74.6,24.9,20.2,16.0,0.11
50.9,51.2,0.82,71.9,28.9,19.6,18.3,0.21
51.6,50.8,0.86,71.3,31.2,20.6,20.1,0.25
51.7,49.6,0.83,73.5,30.2,19.9,23.3,0.22
50.3,48.8,0.81,74.7,27.2,20.7,16.0,0.16
52.3,52.4,0.82,72.0,30.4,17.9,24.9,0.14
50.6,48.9,0.82,73.9,28.3,23.2,22.2,0.16
50.3,50.2,0.83,72.8,27.7,22.2,28.6,0.16
49.8,48.9,0.81,73.0,27.5,19.7,19.3,0.18
50.3,50.0,0.8,74.8,25.6,19.0,19.2,0.19
48.6,48.8,0.85,69.3,29.1,20.7,16.7,0.14
49.6,50.0,0.83,73.2,26.0,20.7,13.5,0.15
50.0,47.7,0.87,75.0,27.0,20.8,15.2,0.18
50.3,50.2,0.81,70.7,29.8,22.0,18.1,0.22
47.4,49.9,0.84,68.5,26.4,20.3,8.9,0.16
48.1,53.9,0.82,69.1,23.3,20.1,17.6,0.19
47.4,49.4,0.83,74.1,21.3,19.9,22.4,0.19
50.4,52.7,0.82,70.9,27.6,21.4,22.4,0.19
49.8,50.2,0.79,70.0,29.4,19.9,19.2,0.24
48.1,50.1,0.78,70.5,25.7,19.6,14.1,0.2
47.2,47.9,0.81,69.7,26.7,22.6,16.2,0.08
48.4,51.0,0.78,71.8,24.0,19.6,13.7,0.19
48.3,48.5,0.81,71.2,26.8,22.5,12.1,0.21
48.7,47.4,0.8,74.0,26.0,21.7,18.1,0.18
48.1,49.1,0.81,71.7,25.4,20.4,17.3,0.2
48.6,47.6,0.79,74.0,25.5,19.5,15.6,0.21
46.2,47.1,0.79,69.8,25.1,19.7,16.2,0.24
47.2,45.1,0.75,72.7,26.3,19.2,19.4,0.23
46.2,51.1,0.77,69.7,21.4,19.1,17.7,0.18
47.7,50.6,0.73,69.3,25.5,21.0,16.0,0.34
47.8,44.1,0.84,70.9,29.4,18.0,21.4,0.12
44.7,48.3,0.76,69.8,21.1,19.0,18.8,0.15
46.2,53.1,0.79,70.2,19.0,17.5,15.4,0.22
45.3,47.8,0.77,68.1,24.4,18.2,19.2,0.16
43.9,47.0,0.77,63.1,26.8,17.5,13.8,0.22
43.3,47.3,0.75,66.8,22.1,18.6,17.5,0.15
43.8,48.6,0.75,68.7,20.2,18.0,23.9,0.27
41.1,47.0,0.75,60.2,24.1,18.4,15.2,0.13
42.4,44.1,0.74,66.4,23.5,20.2,18.2,0.27
62.6,54.6,0.95,82.9,38.2,27.6,24.5,0.14
57.7,53.5,0.9,75.8,36.7,25.1,21.2,0.28
57.3,53.1,0.93,76.2,35.7,25.4,24.8,0.24
57.6,55.8,0.9,73.8,37.1,21.4,19.6,0.26
56.2,54.5,0.93,76.0,32.6,23.6,18.5,0.14
55.9,53.7,0.9,72.9,36.2,19.9,19.5,0.17
55.9,53.4,0.88,76.6,32.2,22.2,27.1,0.16
55.4,53.2,0.93,77.9,29.9,20.6,14.5,0.1
55.3,53.4,0.88,77.2,30.2,19.5,24.0,0.16
53.0,54.0,0.9,69.3,33.9,20.3,19.5,0.2
54.3,52.7,0.9,74.9,31.3,19.6,19.4,0.14
55.5,49.7,0.86,77.4,33.8,21.8,14.0,0.14
55.8,51.7,0.88,76.4,33.3,20.7,25.8,0.19
54.5,54.2,0.91,76.4,28.5,19.9,23.4,0.24
54.0,53.8,0.86,74.9,29.9,21.1,16.7,0.25
53.5,52.4,0.86,74.6,30.3,18.6,18.9,0.21
55.9,51.2,0.9,76.5,34.3,23.3,17.8,0.22
53.2,49.9,0.87,76.2,30.4,21.8,13.3,0.23
54.8,52.2,0.86,77.9,29.4,19.5,21.1,0.2
54.8,51.6,0.88,76.1,32.2,21.2,23.0,0.21
54.3,53.5,0.87,76.8,28.3,21.0,19.1,0.23
54.4,51.4,0.85,77.1,30.5,21.1,16.5,0.21
55.7,53.6,0.84,75.3,33.0,21.8,16.1,0.29
53.2,50.4,0.87,74.8,31.3,20.7,20.4,0.14
52.2,51.3,0.87,74.4,29.0,21.3,15.9,0.18
53.7,51.6,0.86,74.3,31.7,20.3,17.0,0.18
50.9,52.8,0.82,73.7,25.4,20.2,18.2,0.12
51.5,51.0,0.9,74.7,27.4,23.6,18.7,0.2
54.1,49.7,0.84,76.8,31.8,20.9,12.9,0.26
51.1,53.4,0.87,71.6,27.4,20.8,21.4,0.19
52.7,53.2,0.84,70.3,32.7,22.3,22.2,0.17
54.7,51.6,0.86,78.3,29.5,21.1,18.0,0.1
51.7,50.7,0.85,74.3,28.4,21.5,21.5,0.22
52.1,52.5,0.82,76.7,24.9,19.6,16.7,0.14
52.8,50.3,0.88,71.2,34.1,21.5,21.1,0.16
52.5,52.5,0.89,77.7,24.6,19.0,17.9,0.17
52.2,51.4,0.84,74.9,28.1,19.8,19.0,0.15
50.6,47.7,0.84,73.8,29.5,24.3,16.2,0.11
52.5,51.3,0.85,74.0,30.0,23.0,14.2,0.27
51.2,47.5,0.87,72.7,31.8,18.9,15.5,0.18
51.5,49.9,0.84,71.4,31.6,21.2,22.8,0.18
52.3,50.7,0.86,76.7,27.3,20.0,18.8,0.21
52.2,51.4,0.87,72.4,30.5,18.1,17.4,0.11
50.0,51.2,0.85,68.4,30.7,18.9,17.7,0.17
50.0,51.6,0.84,69.2,29.6,20.2,20.0,0.29
50.3,52.2,0.79,73.4,24.8,21.2,15.7,0.18
50.1,49.9,0.82,71.8,28.2,20.4,13.2,0.24
49.0,46.9,0.8,72.5,28.3,21.2,14.1,0.26
49.7,47.4,0.8,75.8,26.3,20.3,18.4,0.2
48.0,48.4,0.81,71.9,25.6,19.3,19.2,0.1
45.1,50.7,0.81,61.9,28.0,19.2,18.2,0.13
45.9,48.8,0.81,73.7,19.4,21.9,16.5,0.18
48.3,47.2,0.79,69.4,29.4,19.3,24.5,0.18
46.7,48.0,0.78,69.9,25.3,22.3,15.4,0.2
48.5,50.3,0.77,73.1,23.8,18.6,14.0,0.17
46.5,49.9,0.79,68.4,24.7,20.2,17.9,0.1
46.6,46.6,0.8,68.0,28.1,17.6,16.8,0.14
48.0,50.6,0.81,69.7,25.7,20.3,16.1,0.18
47.5,48.9,0.84,67.5,28.1,18.2,12.4,0.22
46.8,46.6,0.82,70.4,26.2,19.2,11.9,0.17
45.7,51.3,0.77,68.8,21.4,19.4,24.0,0.27
45.1,48.1,0.78,66.6,25.1,21.5,22.5,0.17
43.6,46.2,0.83,67.7,22.8,18.1,17.9,0.11
64.0,59.5,1.0,80.1,40.0,23.0,18.3,0.18
58.4,55.1,0.92,78.0,34.3,23.8,11.0,0.13
57.2,56.0,0.94,74.9,34.7,20.9,19.7,0.15
58.8,58.5,0.92,77.7,32.2,18.8,26.1,0.17
56.1,51.3,0.93,77.2,34.0,23.7,16.2,0.19
57.6,53.0,0.89,78.0,34.9,22.4,20.1,0.2
55.0,55.4,0.87,73.9,31.5,20.0,23.1,0.14
55.5,56.3,0.9,74.1,31.3,19.6,19.0,0.13
57.0,50.6,0.87,78.8,34.8,19.2,14.7,0.2
53.3,55.9,0.89,73.3,27.5,19.9,23.6,0.17
55.0,54.9,0.87,77.9,27.2,22.1,15.1,0.22
55.7,52.0,0.88,77.0,32.6,23.6,20.9,0.18
55.9,50.1,0.87,74.9,36.8,21.5,16.7,0.23
54.0,55.5,0.88,75.6,26.9,22.2,15.9,0.38
54.2,50.0,0.85,74.6,33.9,21.8,21.2,0.22
50.6,54.7,0.86,69.2,28.1,23.0,19.8,0.14
53.7,52.5,0.88,72.9,32.4,22.0,17.0,0.2
51.5,46.4,0.89,77.6,28.6,24.6,18.3,0.21
52.5,52.4,0.86,73.1,29.8,20.6,14.6,0.22
50.5,47.6,0.85,77.5,25.9,20.1,13.5,0.22
50.7,53.4,0.78,72.1,26.1,19.3,15.1,0.21
51.7,48.3,0.85,74.9,30.0,20.2,22.9,0.25
51.6,49.3,0.87,74.3,29.3,19.2,16.9,0.15
50.3,53.2,0.84,73.0,24.6,23.2,21.2,0.27
50.8,47.8,0.85,74.4,29.3,23.9,22.7,0.13
50.3,51.1,0.84,70.4,29.2,21.7,15.0,0.07
51.5,51.1,0.82,79.0,22.8,21.2,14.8,0.15
51.2,49.0,0.84,71.7,31.4,19.7,20.0,0.19
48.7,48.0,0.84,70.2,28.7,20.5,16.1,0.21
50.8,48.0,0.84,73.5,29.8,19.6,19.4,0.24
51.8,49.8,0.83,76.2,27.7,20.8,15.6,0.17
50.3,49.4,0.8,70.7,30.5,21.0,17.5,0.17
50.2,53.2,0.79,72.3,25.0,20.2,28.7,0.19
47.8,46.6,0.8,70.3,28.1,20.0,17.9,0.18
47.7,48.8,0.8,70.3,26.3,21.1,18.1,0.18
48.9,48.5,0.81,69.8,29.1,20.5,16.0,0.13
47.1,48.6,0.8,67.6,27.6,20.5,22.3,0.24
50.0,52.4,0.75,72.1,25.6,19.8,17.9,0.2
47.3,45.8,0.83,72.3,26.3,20.9,16.5,0.14
47.9,50.9,0.79,64.5,30.8,21.2,17.7,0.24
42.0,43.1,0.74,68.1,22.0,16.0,15.8,0.16
60.4,55.0,0.95,80.8,35.6,24.1,18.0,0.22
56.7,53.1,0.94,74.6,36.5,26.4,11.0,0.19
56.3,53.3,0.92,77.4,32.4,23.0,17.3,0.24
56.0,52.9,0.92,78.4,30.8,21.9,22.7,0.15
55.8,59.4,0.96,75.6,26.8,20.7,21.8,0.2
57.8,57.0,0.91,77.3,32.1,21.9,18.0,0.2
57.4,52.6,0.9,78.5,33.9,20.2,19.4,0.17
59.5,57.5,0.89,79.4,32.7,22.4,21.6,0.24
55.9,50.9,0.88,78.4,32.7,23.4,27.2,0.18
53.1,52.5,0.86,75.7,28.1,21.6,16.4,0.14
53.1,54.8,0.85,75.2,26.1,21.0,21.9,0.17
55.0,52.8,0.85,77.8,29.7,22.0,16.1,0.15
54.4,50.3,0.89,76.1,32.5,19.1,18.0,0.18
54.1,50.4,0.88,73.2,34.8,20.0,17.4,0.09
55.0,51.7,0.84,75.6,32.9,22.2,20.3,0.24
50.9,51.2,0.86,70.9,29.8,19.0,14.1,0.14
51.9,51.9,0.82,72.2,30.0,19.8,16.6,0.1
52.8,50.8,0.84,75.8,29.0,22.8,17.3,0.34
51.8,52.7,0.81,71.5,30.1,22.1,11.6,0.28
51.0,46.4,0.84,74.5,30.6,22.0,19.6,0.16
50.4,48.0,0.83,71.7,30.6,19.7,17.1,0.3
47.4,52.5,0.86,73.0,19.3,21.6,24.6,0.17
49.2,48.9,0.85,72.1,27.3,21.4,16.0,0.13
47.8,47.8,0.85,72.9,24.7,21.9,19.3,0.2
47.5,48.6,0.81,69.2,26.9,22.1,13.1,0.2
50.3,47.4,0.78,73.6,29.2,22.2,15.6,0.24
46.6,49.1,0.78,67.3,26.6,19.7,14.3,0.18
48.0,46.2,0.8,68.6,30.3,17.8,23.1,0.19
46.7,47.0,0.73,72.6,23.8,19.0,19.9,0.18
42.9,50.8,0.76,66.9,17.5,21.2,14.4,0.16
69.4,62.2,1.06,83.5,45.9,25.1,23.2,0.34
57.3,57.1,0.9,75.4,33.5,20.8,14.4,0.23
55.2,55.7,0.89,78.0,26.6,23.3,19.0,0.27
57.7,53.5,0.91,79.5,32.7,25.2,14.6,0.16
58.6,58.7,0.93,79.8,28.7,26.9,18.1,0.21
56.2,54.3,0.9,75.4,33.1,20.4,20.4,0.14
54.7,52.4,0.92,74.4,32.9,23.3,18.8,0.16
54.8,52.3,0.88,76.1,31.4,22.6,25.3,0.23
54.7,54.6,0.84,77.3,27.4,19.4,21.8,0.2
56.3,52.8,0.88,80.3,29.7,21.1,14.6,0.11
54.6,51.3,0.88,76.6,31.4,20.6,18.6,0.23
56.6,50.4,0.88,76.7,36.5,23.5,19.4,0.26
55.1,54.8,0.87,74.3,31.9,20.6,18.9,0.16
53.7,54.1,0.89,73.3,30.6,19.6,18.6,0.15
55.2,51.8,0.86,78.5,29.9,22.9,20.0,0.23
54.4,51.0,0.85,76.6,31.4,21.1,25.6,0.24
53.8,55.4,0.82,75.9,26.3,17.7,25.9,0.19
55.0,52.5,0.85,76.8,30.9,23.5,18.5,0.25
53.1,51.6,0.85,75.9,28.8,20.6,26.3,0.21
52.4,53.7,0.81,71.7,29.7,22.7,18.1,0.15
51.7,52.4,0.85,72.7,28.8,19.6,13.9,0.13
53.0,53.2,0.87,75.7,26.8,22.2,15.4,0.23
53.3,53.2,0.86,73.3,30.5,20.1,16.8,0.16
52.1,53.4,0.85,77.5,23.1,21.3,15.8,0.13
52.4,50.7,0.81,75.8,28.3,20.5,21.8,0.26
51.6,49.0,0.83,74.9,29.3,23.2,20.2,0.25
51.6,52.7,0.83,74.6,25.9,19.9,18.1,0.16
52.2,48.4,0.86,74.3,31.5,20.6,19.9,0.21
50.5,50.4,0.87,68.2,32.4,18.7,22.0,0.18
51.7,50.5,0.85,74.4,28.5,21.4,20.3,0.16
49.4,47.8,0.86,72.1,28.6,20.5,15.1,0.11
50.1,47.6,0.88,74.9,27.6,21.1,18.4,0.15
51.0,50.6,0.87,72.3,29.4,22.1,19.9,0.15
52.0,53.5,0.85,71.7,29.5,21.1,16.0,0.2
50.4,47.0,0.85,74.6,28.7,22.5,12.1,0.31
53.2,50.7,0.84,72.8,32.9,19.6,15.5,0.18
49.9,50.7,0.81,68.9,30.2,19.6,16.7,0.2
50.4,51.8,0.85,70.9,28.6,19.5,17.2,0.2
50.6,49.5,0.83,74.4,27.4,20.8,19.4,0.24
52.0,50.1,0.81,76.4,27.5,22.2,15.8,0.18
52.3,50.0,0.83,75.1,29.5,20.7,15.7,0.22
50.0,49.5,0.86,73.8,26.6,19.6,15.8,0.12
50.6,49.6,0.82,73.7,27.5,21.1,15.5,0.21
51.3,51.8,0.83,73.1,27.9,19.8,18.9,0.21
51.3,49.0,0.8,75.9,27.8,22.3,18.4,0.27
50.6,48.5,0.82,72.7,29.7,18.9,15.1,0.17
52.3,45.8,0.83,74.3,33.7,22.8,18.4,0.24
50.2,47.6,0.8,73.3,29.1,21.4,22.3,0.22
47.3,50.7,0.82,68.6,25.3,19.2,15.2,0.21
48.9,50.5,0.78,72.2,25.1,19.7,11.2,0.27
49.4,46.4,0.83,76.4,26.1,19.1,19.5,0.26
47.7,48.0,0.78,68.8,28.2,19.9,17.0,0.2
50.1,45.6,0.8,75.9,28.3,20.5,18.5,0.27
46.6,47.2,0.79,67.7,27.9,22.1,17.3,0.18
48.0,44.1,0.83,68.5,31.9,19.8,20.3,0.16
46.6,51.4,0.76,66.4,25.8,19.6,14.2,0.21
48.7,45.3,0.79,72.8,28.8,19.2,23.8,0.21
47.4,52.6,0.79,68.4,24.2,16.8,17.2,0.2
45.0,48.3,0.81,66.8,24.8,20.1,10.8,0.16
44.2,48.6,0.76,65.9,23.8,19.2,14.8,0.13
44.6,47.1,0.74,64.5,26.8,19.7,18.9,0.15
41.6,48.6,0.71,63.1,21.2,16.7,18.4,0.16
43.9,47.2,0.72,66.7,23.6,19.4,13.4,0.2
63.4,57.5,0.99,82.8,37.0,22.1,18.7,0.31
62.0,56.3,0.92,81.6,36.8,26.0,18.4,0.23
60.4,53.3,0.94,85.0,32.4,21.6,26.8,0.2
57.7,54.1,0.94,79.2,32.5,21.3,15.5,0.27
